# ANNOTATIONS
uid,text,annotation_type,start_offset,end_offset,color,source,confidence
,75f437c5-e4ea-47ac-8ad3-c96e0298c20b,c7c8b26e-477e-4cee-921f-081d7a81a158,appos
,dfc6db4e-760b-4d18-9484-4a40c16971a8,598a72df-e117-4869-8c8d-54c6ee98e0eb,nmod:tmod
,811708e9-0471-4d08-b64f-1936582aede3,eba83cfb-b4f3-4c67-b502-fde00b7c2f83,case
,aa590f78-e7a7-47de-9ad5-d5beef80cba5,1d81a99d-5442-432a-903a-79bc51e634fd,det
,33735f9b-2ff7-46a1-b44f-c12058b1fb94,3ffecebb-c419-4059-91f6-f2094b1d1635,amod
,17c39258-5051-4f76-84b4-1f67a64c599c,1b829495-f0df-4317-8a39-1fea4e9bcb56,cc
,4df7e7f9-85da-4381-b202-0c1933248ac4,bcce7c05-da4a-4c3d-9623-17a7fe2de2ae,advmod
,8165244a-d52c-46ff-a051-15c2d2673da5,4df7e7f9-85da-4381-b202-0c1933248ac4,case
,bf0c5ba6-a638-4237-bf19-70b5da18533d,b348ea41-1e18-4e13-b13e-8d7ce7bac3dd,amod
,1d81a99d-5442-432a-903a-79bc51e634fd,5c977aa2-848b-47c6-a724-05d6811a49dd,nsubj
,54a1ea2b-c807-4aef-91db-498203eb1976,2a047d47-585d-4677-b5fa-723d8250868b,nmod
,57306a6a-cf0b-4ba6-b2a0-493cf72fe1c1,aee62f0e-3488-4659-9592-586c2b0b0869,dep
,621bc3ba-749c-42ae-a23c-e248016661b9,61c879c1-6aab-43e1-9c61-3edb3a863a29,dep
,6b81783f-e750-4cf2-bc4c-8768e58eeeae,14eff763-aa42-4567-8d2c-2162819c164e,nsubjpass
,9192a7f0-9e88-45a4-8128-0cf685b57fd3,c1310a6b-062a-4742-8832-7c1023c28c37,compound
,7a5e7a03-273a-4361-893d-1b5c6d97ad9a,22291f04-5c1c-48a5-a4dd-b38dc361f662,punct
,a11757e9-2367-46ca-bbee-eb45c3f91ae9,c7c8b26e-477e-4cee-921f-081d7a81a158,advmod
,cf7c8f25-6634-470e-a16c-4a3c05be4e91,c7c8b26e-477e-4cee-921f-081d7a81a158,punct
,6a3ec7df-e050-4ebc-8d81-1308b5e6fb69,6533131e-717e-449d-ac67-86e19b9b5db6,det
,9e397be3-6660-45a0-ae17-1e402c6bb7b5,32bf83e1-85af-4212-9556-9a5d9db144f4,case
,ac624294-3769-4c79-8cbb-d51510986a3c,d68f657b-9d31-4976-be78-ff1930b823a5,advcl
,e5b70037-7154-4520-a9cb-3eacd946a8e9,14eff763-aa42-4567-8d2c-2162819c164e,punct
,c68554b3-7017-4d67-b71a-cbce88455683,161519a4-90db-4df6-8bf1-3135a07229ba,advmod
,0368ba5b-9f64-41b4-898d-439a180af742,9d60b44e-e0c9-4813-a190-89577b274015,amod
,33521a34-e11a-4de3-b735-8cdcbe7ed000,ac624294-3769-4c79-8cbb-d51510986a3c,ccomp
,0ff6200d-e60d-4138-9086-df4b080c246c,e761764a-519f-40cd-8901-f47f08c761e6,punct
,5b3a8b25-007a-4e3f-be3c-a63a28e7a392,598a72df-e117-4869-8c8d-54c6ee98e0eb,dobj
,1d15c59d-4e95-42aa-a78a-ebbd30d7fbc8,7f4a0f29-0c32-4ee6-ad8d-9d384dab70e2,nmod
,6ea9cb22-4b30-4af3-aaa8-1c40053c2c64,17273875-48c1-406f-a4a4-7f76c4d56a72,det
,1cfde9a5-26cb-4f05-8d89-8dd6fa9cff09,076ff7da-3bdc-4d7d-af83-5890b3088cc7,punct
,17273875-48c1-406f-a4a4-7f76c4d56a72,65c1791d-e8fa-4966-8e14-4d596141a8d6,nsubj
,34938a5e-91b0-42e5-9f37-faf57ccfa771,091121b9-82a2-419e-8eea-9ffea2afa8d9,punct
,0b1a3eeb-7301-481c-bef0-8e3cb1c884e5,1ed0ac02-e712-4f55-957a-17da2e830451,det
,e53adbd5-48f0-48e6-a943-dc28184e8bee,8c7fd769-7b28-4f41-803d-8c84321b405e,amod
,6e0f05a7-dce2-4e2b-8b97-15e937242f83,5b3a8b25-007a-4e3f-be3c-a63a28e7a392,amod
,a00188ea-a4cb-4bec-9477-e666aa118980,14eff763-aa42-4567-8d2c-2162819c164e,punct
,2f387237-2d1b-48d5-8dee-ab275608bd93,1fbcf825-0772-4dc9-847f-3e12efde3127,nsubjpass
,f0083c30-f236-4215-85a2-e52f5ceac8d0,161519a4-90db-4df6-8bf1-3135a07229ba,nmod
,70942762-3f7b-4a60-9958-a8a3d84b3d10,e761764a-519f-40cd-8901-f47f08c761e6,punct
,579ab204-b548-401c-8f09-9a391c02a4e5,1b829495-f0df-4317-8a39-1fea4e9bcb56,cc
,7388c4cc-e4ed-488e-a890-04897da19b60,c58a4182-3c1c-4f27-b8d9-57cff3fcab77,dobj
,4a78f36e-99fc-4dfe-a072-fe36b253f2da,c58a4182-3c1c-4f27-b8d9-57cff3fcab77,advmod
,f5bd3c54-473c-4672-8ddc-a7e1c4dae0d8,5c977aa2-848b-47c6-a724-05d6811a49dd,cop
,23363883-7092-4277-9589-a88b7688630a,7fc0da22-0001-4294-b803-5625c62aeae4,cc
,e7e929d9-5e3f-4433-ae82-268a61b817c8,8c7fd769-7b28-4f41-803d-8c84321b405e,nmod
,087f435b-12e4-4a33-bc94-e2864b671647,7fc0da22-0001-4294-b803-5625c62aeae4,amod
,5c50df15-c467-4283-a909-919190715213,1293323f-6d95-4af9-aaa8-d0fba1977089,amod
,1b0aa5d0-d356-42df-81aa-1b2e6c186fa0,7f4a0f29-0c32-4ee6-ad8d-9d384dab70e2,punct
,fd8641ce-ac16-47ec-aaf7-3815f04b230a,90d3d967-8933-4c63-8772-6fe0c7fa01cc,punct
,898283d5-2ac7-4e6f-8293-0fe2d69d9d41,5c977aa2-848b-47c6-a724-05d6811a49dd,advmod
,0fa3758d-053c-4545-8d41-194368ec39da,c7c8b26e-477e-4cee-921f-081d7a81a158,cc
,290120e1-d398-4e94-a9d0-c8ebe86cd667,18b5c5e3-096b-4c6c-8f91-529342fca6f4,det:predet
,b9a70f68-c15f-4f3c-8391-1ce5b6e177cc,08662541-06c3-4d48-9cfa-4a8535d84cd1,amod
,1293323f-6d95-4af9-aaa8-d0fba1977089,19c5bd4c-2783-4912-b8f8-5d8d0746509d,nmod
,364a5883-7297-4783-bdcb-3521c884fea7,b348ea41-1e18-4e13-b13e-8d7ce7bac3dd,case
,6b4aa855-add0-4431-969a-24a4a3befd20,4dd6f6a3-a1d0-4865-8368-3e4610c881a7,case
,edf3c852-82d7-4c0b-b2b5-e84a9c30e7ee,161519a4-90db-4df6-8bf1-3135a07229ba,punct
,2a047d47-585d-4677-b5fa-723d8250868b,a8f89d53-40ba-42e8-8c13-0e08e0d9758c,acl
,381bf1d4-d068-42dc-974b-ea6a255252d1,06d496bf-8853-489b-aa65-f1b80709f695,amod
,8b4236c5-7302-4572-96bf-dee766de8498,bcce7c05-da4a-4c3d-9623-17a7fe2de2ae,dobj
,a923f8e3-801d-48d4-a261-341440342e3f,08662541-06c3-4d48-9cfa-4a8535d84cd1,case
,7fa36aa0-ffd9-411f-87aa-e159ba7fdec2,4b967b42-d890-445a-8703-13005953aed0,det
,135ff4e4-d3d7-4d69-b81f-4d9ad4c90f4f,aee62f0e-3488-4659-9592-586c2b0b0869,punct
,52a2c68e-5a95-481c-98a3-de7f336a4cd6,54a1ea2b-c807-4aef-91db-498203eb1976,cc
,b348ea41-1e18-4e13-b13e-8d7ce7bac3dd,851a41fc-9a6d-458b-9012-3ef9b959f2bd,nmod
,23f4132b-69ae-4183-8a09-a0449a8752ec,4d0d904f-f7ae-4952-bb82-6f2b5e01e6e1,amod
,2c0e3e3a-e212-4599-ad1e-2925c300ab85,e761764a-519f-40cd-8901-f47f08c761e6,advmod
,e5f0e7f4-4658-4f36-813d-b9385c6543f5,40eed479-a874-4f09-8a75-c3212d8ab4c0,punct
,cbe7cf84-9be6-44c8-817b-f67c2b8cecc1,40eed479-a874-4f09-8a75-c3212d8ab4c0,punct
,29af0b7d-6492-43d4-987a-23df4f9bb511,bcce7c05-da4a-4c3d-9623-17a7fe2de2ae,nmod
,28bd44ce-a297-4e27-92a1-1dc93e6d9a00,b348ea41-1e18-4e13-b13e-8d7ce7bac3dd,amod
,bc70e29b-0738-433e-8eb9-080c54e817a6,420feabb-bbdb-4f28-899e-2f8f4edf8812,nmod
,70c012a5-2d07-47e7-ac3f-e9f2695b7bf2,c4590483-5b31-4cc6-8012-099bf4413115,punct
,4542493d-8eee-4a0d-a102-0540d0e76d82,18b5c5e3-096b-4c6c-8f91-529342fca6f4,det
,8f10cc68-2da3-426a-9abf-d4b61e4bd8e1,a7727864-c3ed-4a63-bd8f-4affbdfd4b47,case
,0670e178-329c-4c98-bf8c-fe60590a872c,4b967b42-d890-445a-8703-13005953aed0,case
,9f5c023d-c182-4d3e-94ac-4af64acba83f,b9ac53ce-7116-4e6a-a997-cf4a7a46ca19,nsubj
,b99b8429-f0f3-44bd-abd9-210a05c8bb66,aee62f0e-3488-4659-9592-586c2b0b0869,punct
,2d57e070-f284-4f38-8381-2540bc120a1c,f28751c4-2ed5-4278-8257-551de4ba032b,case
,a84c6806-8662-4b33-8552-5befa69a71d9,d68f657b-9d31-4976-be78-ff1930b823a5,advmod
,7b3c3dec-f7c0-4eb8-94a2-799b6f0d2144,1b829495-f0df-4317-8a39-1fea4e9bcb56,conj
,7fc0da22-0001-4294-b803-5625c62aeae4,40eed479-a874-4f09-8a75-c3212d8ab4c0,dobj
,d62c6ebd-2262-4f1e-a727-7d0eaad11a95,b408e85a-2275-4577-8daa-a7f484fe5a8c,punct
,8a48665f-e905-4f98-b483-06789e528f8f,15a954a5-996d-462e-b83d-2b9533d95fb1,punct
,0f203888-7cdd-4fd0-adf6-40434dfe16e9,6b81783f-e750-4cf2-bc4c-8768e58eeeae,nmod
,f2703da4-911b-4fee-95d6-05deb87deae6,8bdd7618-649c-4df0-833f-5fbad1380c2a,compound
,c7cd3d0f-808e-4420-a79c-9f261d8e0670,796ad2ef-4b11-4325-a539-7ae243ec5015,punct
,90accb08-11fb-4196-91d1-8d309aec229d,14dbff1e-bec6-4ec3-9183-e2b91b27fa16,case
,e0f90c64-b0ac-45a1-b9f9-9c5db0af459b,b408e85a-2275-4577-8daa-a7f484fe5a8c,acl
,25bc9c4e-7034-40da-85a2-e90355d4cc13,725e911b-bf2b-453a-bc02-36afdd95aa84,compound
,2adc99a1-10f1-4d5a-9155-cc6eb02c8c84,4d0d904f-f7ae-4952-bb82-6f2b5e01e6e1,case
,e9979df1-c55e-4835-8a74-dcdf7e6d12bb,b408e85a-2275-4577-8daa-a7f484fe5a8c,det
,19c5bd4c-2783-4912-b8f8-5d8d0746509d,dc562e95-c2f6-4242-9044-e8ba936ea19f,dobj
,7d77afe2-5884-4430-b71a-a1fa79729735,61c879c1-6aab-43e1-9c61-3edb3a863a29,punct
,93b7a3ac-160a-4c5f-acef-01d31269265a,54a1ea2b-c807-4aef-91db-498203eb1976,punct
,d087a333-ea2b-491d-aed4-c1ba4abdf878,61c879c1-6aab-43e1-9c61-3edb3a863a29,neg
,2998396a-fdc9-4ce9-a21c-dc31b04977b9,b9ac53ce-7116-4e6a-a997-cf4a7a46ca19,advmod
,ef5e0c16-9dd8-423b-9f3b-0d39c321fdf4,e627f874-4294-47af-b447-9d21493f33e6,punct
,681ff916-50e6-4521-a6e2-f1db24fdb8b2,f1cc120f-3b88-4fc0-863a-cde8508c5a0c,case
,e3a6fb24-194e-4bbc-bf2b-8a3009cb89e5,40eed479-a874-4f09-8a75-c3212d8ab4c0,cc
,839d0597-96f5-4e39-b84f-f845b4ee5e8a,17c88788-63d6-4671-b469-26f124043fa8,nsubj
,e6ca5ced-f979-45b1-bcf9-aad2ad719b0d,18b5c5e3-096b-4c6c-8f91-529342fca6f4,case
,cfa344cd-ada3-416d-aa01-ce5e40625592,e9c28fce-af34-4794-9f8e-9ada72a65bb5,dobj
,0c4bbc3e-8cb4-4701-8ec2-67f4d0c5f6e1,3f43a224-edc5-44d7-8583-ae8c87878dd7,compound
,899e3805-3139-4a87-90fa-516bc52156e3,94a11ab9-4346-4a68-bb4a-0579492598b8,punct
,a906a14b-6c90-4ed2-a26e-69e6d0e306f0,6f3b03aa-135d-4eb9-b513-3be456c0fe4a,nmod
,796ad2ef-4b11-4325-a539-7ae243ec5015,c58a4182-3c1c-4f27-b8d9-57cff3fcab77,dep
,980fdb85-dc5b-4b97-90f7-2a5909d04889,8476355b-8e10-4380-b2ab-98b2ef3f1f6e,appos
,47fc29eb-7850-4a84-b901-13f4b6de70b8,2827ceb1-6da8-4a94-9448-cb8b74320ec1,nmod
,feaa74c9-62aa-4878-ba53-078a5487442b,161519a4-90db-4df6-8bf1-3135a07229ba,nsubj
,aee62f0e-3488-4659-9592-586c2b0b0869,161973eb-d454-4c5d-85af-6263fa621c80,advcl
,e3e61efd-aa74-4c72-83eb-0f99821924fc,851a41fc-9a6d-458b-9012-3ef9b959f2bd,auxpass
,1ed0ac02-e712-4f55-957a-17da2e830451,e761764a-519f-40cd-8901-f47f08c761e6,dobj
,f1b36be5-f83d-4984-a7c8-94f10aefcb66,598e15b2-6651-47f7-b332-8e88fb1c7b34,advmod
,4b967b42-d890-445a-8703-13005953aed0,14eff763-aa42-4567-8d2c-2162819c164e,nmod
,8129fe47-9380-43e3-b571-f673065536ca,4ea31c85-9a00-4772-a8cf-47c010dbc896,punct
,0b783782-76e3-4d3b-b0aa-a3f9430deb5f,cf71a145-28db-4354-96fe-3ca864165dfa,punct
,c31e75a0-e343-49a4-ac42-707941c1a4a1,7f4a0f29-0c32-4ee6-ad8d-9d384dab70e2,amod
,7017d03b-efb0-4cdd-9d2c-5aeb052454f9,3f43a224-edc5-44d7-8583-ae8c87878dd7,punct
,33c0cc3e-573d-4b16-b890-4a20a76e70e1,17273875-48c1-406f-a4a4-7f76c4d56a72,amod
,767a13ad-6a49-4db5-89f7-82b0b42b718e,9cb943b8-e698-40d2-8570-eafbaeff7bdc,case
,44110343-f347-4083-b036-7b565a59c16f,f0083c30-f236-4215-85a2-e52f5ceac8d0,case
,edf87495-ac49-4892-83b5-a6866643ff93,3f43a224-edc5-44d7-8583-ae8c87878dd7,advmod
,c364003a-11ba-4457-ad8d-6d35fca803bd,f1cc120f-3b88-4fc0-863a-cde8508c5a0c,nmod
,e1d74531-b58d-4887-8c91-d2d60e1e5c4a,15a954a5-996d-462e-b83d-2b9533d95fb1,punct
,3578ef19-9cf9-44fe-a735-5072e0c6755d,b2292db3-427b-41f0-bb01-5bcc942be2f2,punct
,b8516ffc-ec47-43ae-ab70-62874b601c57,dc562e95-c2f6-4242-9044-e8ba936ea19f,punct
,c7a5dc15-30f0-4fe6-a2eb-16a07f33f0d5,24be727d-971e-4211-82e6-6689918aebe9,compound
,4dd6f6a3-a1d0-4865-8368-3e4610c881a7,feaa74c9-62aa-4878-ba53-078a5487442b,nmod
,aaa8c025-dc2a-494c-b3c1-7e911f349f87,5f3c5cb3-f153-40a0-8fe3-c0b63a6a7c58,case
,a742fd41-db42-4d86-914d-03427ea8ed1e,3e5a2ca0-7994-48be-af6c-8b404c860593,advmod
,9567fc7c-2d13-464d-a95b-a586c49ae233,54a1ea2b-c807-4aef-91db-498203eb1976,case
,ad2ea671-5175-48d6-99b6-51b31e1ef9aa,e9c28fce-af34-4794-9f8e-9ada72a65bb5,punct
,851a41fc-9a6d-458b-9012-3ef9b959f2bd,18b5c5e3-096b-4c6c-8f91-529342fca6f4,acl:relcl
,ea9e200d-2abf-4038-b46b-df86056b5eaa,bcce7c05-da4a-4c3d-9623-17a7fe2de2ae,punct
,15fb618a-af1b-49c9-a559-e7d50d10d553,54a1ea2b-c807-4aef-91db-498203eb1976,conj
,386af607-0e6f-460b-ab60-a056a7a678b3,024a874c-c759-4710-b326-b45993909deb,punct
,dcce1e58-c038-4f5d-8d1f-b879fa46b7e1,87018e56-d5e9-47ca-a3ed-9b9183c02ad3,punct
,bde0ba0f-6b62-447a-8a3c-cfb678372458,b2292db3-427b-41f0-bb01-5bcc942be2f2,punct
,19716f3d-2424-4fba-92dd-08f6391c48b1,19c5bd4c-2783-4912-b8f8-5d8d0746509d,amod
,10e749ae-913e-4d63-93ec-05498386d202,1ed0ac02-e712-4f55-957a-17da2e830451,acl
,26f0b363-c92f-495b-9720-399092729bd7,3ffecebb-c419-4059-91f6-f2094b1d1635,amod
,7d6eda73-25a9-4937-b9fa-f0cb9c4436e9,1b829495-f0df-4317-8a39-1fea4e9bcb56,punct
,8470bfd3-2940-4c81-be07-d98afeebc41e,aee62f0e-3488-4659-9592-586c2b0b0869,dep
,37327477-7a32-4b42-8252-50e78d23588a,0f203888-7cdd-4fd0-adf6-40434dfe16e9,case
,cc67170a-1a81-4e30-9bd8-99929bf1f33d,a7c4691e-c632-4d23-ad3b-878e3791b677,amod
,8476355b-8e10-4380-b2ab-98b2ef3f1f6e,15a954a5-996d-462e-b83d-2b9533d95fb1,conj
,598e15b2-6651-47f7-b332-8e88fb1c7b34,40eed479-a874-4f09-8a75-c3212d8ab4c0,conj
,1d1bcc31-dfdb-4b99-9c6c-f4984e277608,5f3c5cb3-f153-40a0-8fe3-c0b63a6a7c58,advmod
,233b40cf-fddc-4882-a7d8-54b7da4bacc4,97e48e5f-fc07-4d8c-96ad-38c55df0a0c6,case
,a2957071-a766-4ce1-be15-46b6dbdb2924,06d496bf-8853-489b-aa65-f1b80709f695,punct
,b23abf81-6b61-4955-a7f4-8c36ff434265,fc705306-b642-4321-82a5-6006236479b4,case
,8278a1dc-01bf-4ba8-a847-be4165c91bf3,7388c4cc-e4ed-488e-a890-04897da19b60,amod
,c7c8b26e-477e-4cee-921f-081d7a81a158,8678f4c6-8c30-45fb-a27e-c8e21a020977,amod
,14080a32-3a36-4d8f-922a-3d9f0ad5c441,cfa344cd-ada3-416d-aa01-ce5e40625592,nmod
,5fbda224-d512-42a4-b98a-16272e96ed4c,c364003a-11ba-4457-ad8d-6d35fca803bd,case
,7ea6e2f1-8f03-4ac0-992f-dfa5b50cd398,87018e56-d5e9-47ca-a3ed-9b9183c02ad3,punct
,be63da7f-7519-4922-9c4b-d800e5cc6431,598a72df-e117-4869-8c8d-54c6ee98e0eb,punct
,fdc98635-75a3-4934-bb12-9356ce2cf02d,d5e4e14e-13e6-4292-b66c-5e9283f4936b,compound
,48c325b9-f7b9-4ae7-a678-ff34d573dc60,a7727864-c3ed-4a63-bd8f-4affbdfd4b47,cc
,d3898b51-9ea9-4a5e-9346-5455defb857a,8c7fd769-7b28-4f41-803d-8c84321b405e,amod
,e7b83bcf-545f-4f18-a4c6-6d023da0980b,375d4a72-1d59-4e54-8a6e-316e964921a1,amod
,4993b4d1-1f79-4201-8069-0d23d7b176ca,01207fb8-708b-4ba4-9d32-a428e3a6f00e,nmod
,f41eff5c-8589-4a1d-860d-19d822648cb4,161519a4-90db-4df6-8bf1-3135a07229ba,cc
,9d60b44e-e0c9-4813-a190-89577b274015,e9a45164-d602-431c-a814-769ad5326d13,nmod
,d31ba744-af11-4973-a3c4-863fff83765c,e9c28fce-af34-4794-9f8e-9ada72a65bb5,aux
,612aab59-480b-44ba-8626-c208c5ca4509,eb1bda43-a91e-46ad-af93-307feb40fcdc,amod
,420feabb-bbdb-4f28-899e-2f8f4edf8812,dc562e95-c2f6-4242-9044-e8ba936ea19f,nsubj
,1bfdc7db-98c7-46c3-b6b1-92a4bbf867a5,75f437c5-e4ea-47ac-8ad3-c96e0298c20b,punct
,3f43a224-edc5-44d7-8583-ae8c87878dd7,5b3a8b25-007a-4e3f-be3c-a63a28e7a392,appos
,31edf721-522d-496f-9f41-2c705f3041df,eb1bda43-a91e-46ad-af93-307feb40fcdc,case
,4dfce06c-a3ca-4c3e-95b4-d1769a061ecc,420feabb-bbdb-4f28-899e-2f8f4edf8812,compound
,bb8bc658-cf6f-448b-816f-7760adbd7c6a,cfa344cd-ada3-416d-aa01-ce5e40625592,amod
,565c1a55-a8c0-4caf-af0c-1ea729c59a37,d5e4e14e-13e6-4292-b66c-5e9283f4936b,punct
,45e7e3d7-1a6f-40b8-a82d-c4d07c738cd1,1ed0ac02-e712-4f55-957a-17da2e830451,nmod
,6f3aa506-9f92-48d3-a3f4-e538cb3d662e,01207fb8-708b-4ba4-9d32-a428e3a6f00e,auxpass
,5c1d8f84-c197-4404-86ab-00ccf7a9e59f,61c879c1-6aab-43e1-9c61-3edb3a863a29,punct
,fc705306-b642-4321-82a5-6006236479b4,1293323f-6d95-4af9-aaa8-d0fba1977089,nmod
,f28751c4-2ed5-4278-8257-551de4ba032b,5b3a8b25-007a-4e3f-be3c-a63a28e7a392,nmod
,d1152643-786e-4047-b3a3-cc2d02e2caf6,bc70e29b-0738-433e-8eb9-080c54e817a6,case
,1b40a23f-8221-4c24-a315-c08498ab7851,43c0d908-28bd-4c33-851f-f7b9cd021564,advmod
,203603fe-7fa2-464d-bf4b-7241d28d06b3,3494dd8d-66de-41f7-93d5-32f7d4163067,cop
,e0efe2b5-b0e3-4479-9ad9-e9ee32a98532,d9375a8f-b823-4b3c-a0b5-6b6d8446e820,nmod
,bb8c40b6-ff6a-4696-9851-14fd2f5a2758,1d62faaa-4ec6-4c81-bcf1-d1767ca6a8f4,conj
,e8b8f505-51b5-477c-b7fc-07b3f057f11b,768f85cf-bcfe-4084-b97c-0fdbaef597b5,det
,39637b98-b8cc-4993-9d17-414b7a085352,15cb1b98-a29f-461c-8db3-ebc34ebfecbd,nmod
,826cad15-bff5-4f07-bda9-d3fde1a4a3e7,e9ede3ab-199a-4020-8310-c8aa5b28686a,nmod
,8cfd5f00-748e-4e23-97fb-2442a0217f6f,4aee0eae-828c-47b4-a650-a7d015e720c6,amod
,f41967d1-23b3-4006-9124-6b8e14e8c8f3,13a95258-4814-40a3-95dc-bf03bf59b81a,nsubj
,b32bf447-7860-482d-a303-8f1e655dc8eb,75efe439-89cd-4611-95df-eddf1d58ed6a,amod
,e2844c6a-2ff6-4960-b0d2-90e5d7bd62ac,5968ed2e-3040-48fa-8430-50948e9280ad,det
,83686226-9ea3-4e4c-8b5a-e7cd0adbc81d,131031bb-6c7e-499a-b24b-e50ab2e849b5,dobj
,4182a396-3d62-479d-abcf-34d56c4e0079,b864b0d3-86d7-44f3-9595-14d1924927ac,nmod
,35971a3d-090d-4f70-acd8-e4e1501b4e46,263601de-29bd-417d-8997-d1f096984963,det
,f07071b9-62c1-4e0d-915b-49a238b9db5f,131031bb-6c7e-499a-b24b-e50ab2e849b5,aux
,5514df7c-4c98-446c-aa65-b387639db0fd,f2241ec3-20d8-40a0-946a-3cca96c13290,nummod
,98d05199-5879-4248-9d5a-f8c6564c6403,5952b59a-aabc-47d4-b0ab-379538b3771d,case
,263601de-29bd-417d-8997-d1f096984963,43c0d908-28bd-4c33-851f-f7b9cd021564,nmod
,00e0f0d2-30cd-4772-afd2-f72bf0d5497d,3ca02d40-4971-426f-9a48-755d785fbfb6,amod
,959e69ff-346f-4466-9b8f-b7ce2b9cca9a,39637b98-b8cc-4993-9d17-414b7a085352,nmod
,ca06bc4f-1c99-477e-836b-2630c32d1527,b864b0d3-86d7-44f3-9595-14d1924927ac,punct
,e9b4cebe-37d1-471c-8a2a-62ac70c6005d,a35f9fa6-c662-4522-9995-bbcf26f22b00,punct
,768f85cf-bcfe-4084-b97c-0fdbaef597b5,4541ee3c-eb43-46d2-8eab-04108fa5ba48,nsubj
,58854ae9-4ede-402d-90a5-f253866ca2d3,a35f9fa6-c662-4522-9995-bbcf26f22b00,cc
,e7c76f6b-ab0e-4fd6-b765-7768fa87d8f8,9caed6ce-7092-44d7-9b5c-92720d7423ea,nummod
,f6ac9fd1-ec5d-4c72-bcaa-d09bb8785ac0,6f024f05-6b39-4ffe-90a4-611212553497,nmod
,aadffeb1-b63c-4daa-863b-e72993449d6e,403a2acb-4dd4-4965-9b68-ffb57ce6faf9,dobj
,2fba6d79-be07-4811-84df-68c21dbd90a0,4182a396-3d62-479d-abcf-34d56c4e0079,case
,8e0fcc38-1713-43fe-a83f-7f6df97aef6a,e5d2c94b-4fd2-4ae4-bf2e-8e3f3e1f1f33,compound
,e5d184a6-8c83-4f7d-bf43-056a071ec8c2,ecbed0d0-834d-4681-9394-d275b9572afc,advmod
,e4aec96e-bafe-4d92-a330-dae1089714e1,4541ee3c-eb43-46d2-8eab-04108fa5ba48,nmod
,439fdfeb-4234-4d7c-88d7-b74ce9a3e630,e0efe2b5-b0e3-4479-9ad9-e9ee32a98532,case
,71bdd759-21eb-4dfb-9cde-62022c5f886f,f6ac9fd1-ec5d-4c72-bcaa-d09bb8785ac0,amod
,f94dbcae-d05b-4f2d-b7f4-198868fe1f3c,0920300c-5167-4496-862a-70e7660c0e5c,nummod
,7a6fafda-26a9-4a66-8263-71cd219bdd49,c03ecabb-221b-4ff3-b1b4-3af3d18fe839,amod
,bc082ca2-4371-4253-b8a0-ed81ddd8ea96,959e69ff-346f-4466-9b8f-b7ce2b9cca9a,case
,d15c10ff-01f4-419f-8450-6a7d2202fdb8,b864b0d3-86d7-44f3-9595-14d1924927ac,aux
,7df666e3-3e25-44a0-a459-63f385456c2b,6ffc8a66-9585-4ad1-ad7a-5f9386e412a4,punct
,f2241ec3-20d8-40a0-946a-3cca96c13290,f46cb45d-aa54-4552-8fa4-17ad9e0e4db7,dep
,faa70f29-3524-45ae-a6f9-52517f6c515a,aadffeb1-b63c-4daa-863b-e72993449d6e,punct
,0711a790-46a1-4b8b-8f30-68101392597b,39637b98-b8cc-4993-9d17-414b7a085352,case
,9eb95015-f035-437d-b842-da1283f2d403,82c0b162-ed31-4a8f-ae67-024ca4143f02,punct
,9c4e4a15-0e3a-4470-86b1-e50c4d4c0ec1,edaca61d-5e73-48e6-818f-995a080ec5aa,xcomp
,c29f9298-9b62-4af2-8bfc-717b9573a285,5b864b81-fc7c-48ad-86a4-c6941ddc5230,nsubj
,d4516576-281b-4671-9b35-5257b344c5f6,6ffc8a66-9585-4ad1-ad7a-5f9386e412a4,conj
,ecbed0d0-834d-4681-9394-d275b9572afc,f1c11759-5ebd-476d-a356-099b5eb6dbfd,amod
,dcac6a46-d95f-47cb-8467-f326b8b9fafe,30f73414-cf11-4e96-9030-113fa82f117e,det
,d5b5031e-30b5-45df-9242-5846f180d6dd,a7431484-33ee-4d5b-896a-9dcc2d8fdd16,amod
,d67bc99e-3cca-4413-8422-92801e23e2ab,23b611c8-7a55-4497-a39c-e1272ebc348e,nmod
,62d7a65d-fd84-450b-83c7-a3174c1c75c1,25dbb80a-c247-4557-b57b-c030d74033e5,case
,7d75ce8f-ef12-40e1-8cb2-6aac1f41bbdd,2ebb412e-9310-4d52-901f-4d1ee8fede6a,nmod
,259fa88b-0328-4816-a07f-b26d31998c14,888596e9-ab6a-4cd0-817a-3b5421ed52eb,nmod
,b562bbf6-65ec-40bd-9bca-68e7ea7749d5,259fa88b-0328-4816-a07f-b26d31998c14,amod
,dd118d01-552b-4cad-abe1-776a9f0a45ef,75efe439-89cd-4611-95df-eddf1d58ed6a,det
,e68efa74-2911-43d9-999a-886f387ac969,15cb1b98-a29f-461c-8db3-ebc34ebfecbd,amod
,adab7c50-8059-42e9-af33-b850cd907129,768f85cf-bcfe-4084-b97c-0fdbaef597b5,amod
,23b611c8-7a55-4497-a39c-e1272ebc348e,16611718-279c-47e9-aa59-90e3382e749a,xcomp
,0d19a18a-16be-42e2-8052-1feea95c16fb,c29f9298-9b62-4af2-8bfc-717b9573a285,nmod
,38fb6312-1b3d-46bb-b446-203ce9fe81d7,e4aec96e-bafe-4d92-a330-dae1089714e1,nmod
,fad9f46b-af2f-4162-9581-f06814968abf,a35f9fa6-c662-4522-9995-bbcf26f22b00,conj
